"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,0,0,0,0,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,0,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,2093.89756530905,0,0,2093.89756530905,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,2093.89756530905,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2093.89756530905,0,0,2093.89756530905,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,2093.89756530905,0,0,2093.89756530905,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,2093.89756530905,0,0,2093.89756530905,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,0,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2093.89756530905,0,0,2093.89756530905,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,0,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,2093.89756530905,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,4315.33561060697
0,2093.89756530905,0,0,2093.89756530905,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,2093.89756530905,0,0,2093.89756530905,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13136.8822798124
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.8822798124,0,0,0,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,13136.8822798124,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,0,4315.33561060697
0,0,0,0,0,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,2093.89756530905
0,4.68849333155292e-05,0,0,4315.33561060697,0,0,0,0,0,28305.7693668876,0,0,0,0,0,0,0
0,0,0,0,4315.33561060697,0,0,0.00666830021252152,0,0,28305.7693668876,0,0,0,0,0,0,4.68849333155292e-05
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,13136.8822798124,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,13136.8822798124,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,13136.8822798124,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,4315.33561060697,0,0,0,0,0,65.6169194464537,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0.00666830021252152,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,4315.33561060697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,0,0,0,2093.89756530905,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,0,0,0,65.6169194464537,0,0,0,0,0,13136.8822798124,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,0,0,0,0,0,0,21699.8210846533,0
0,0,0,0,0,0,0,4.68849333155292e-05,0,0,65.6169194464537,0,0,0,0,0,21699.8210846533,0
